CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_MUN_Unique,NOM_ENT_Clean,NOM_MUN_Clean,KEY_inegi,best_match,match_score,ESTADO_Clean,MUNICIPIO_Clean,KEY_prod
15,México,17,Ayapango,15-017,mexico,ayapango,mexico-ayapango,mexico-ayapango,100,mexico,ayapango,mexico-ayapango
15,México,18,Calimaya,15-018,mexico,calimaya,mexico-calimaya,mexico-calimaya,100,mexico,calimaya,mexico-calimaya
15,México,19,Capulhuac,15-019,mexico,capulhuac,mexico-capulhuac,mexico-capulhuac,100,mexico,capulhuac,mexico-capulhuac
15,México,20,Coacalco de Berriozábal,15-020,mexico,coacalco de berriozabal,mexico-coacalco de berriozabal,mexico-coacalco de berriozabal,100,mexico,coacalco de berriozabal,mexico-coacalco de berriozabal
15,México,21,Coatepec Harinas,15-021,mexico,coatepec harinas,mexico-coatepec harinas,mexico-coatepec harinas,100,mexico,coatepec harinas,mexico-coatepec harinas
15,México,22,Cocotitlán,15-022,mexico,cocotitlan,mexico-cocotitlan,mexico-cocotitlan,100,mexico,cocotitlan,mexico-cocotitlan
15,México,23,Coyotepec,15-023,mexico,coyotepec,mexico-coyotepec,mexico-coyotepec,100,mexico,coyotepec,mexico-coyotepec
15,México,24,Cuautitlán,15-024,mexico,cuautitlan,mexico-cuautitlan,mexico-cuautitlan,100,mexico,cuautitlan,mexico-cuautitlan
15,México,25,Chalco,15-025,mexico,chalco,mexico-chalco,mexico-chalco,100,mexico,chalco,mexico-chalco
15,México,26,Chapa de Mota,15-026,mexico,chapa de mota,mexico-chapa de mota,mexico-chapa de mota,100,mexico,chapa de mota,mexico-chapa de mota
15,México,27,Chapultepec,15-027,mexico,chapultepec,mexico-chapultepec,mexico-chapultepec,100,mexico,chapultepec,mexico-chapultepec
15,México,28,Chiautla,15-028,mexico,chiautla,mexico-chiautla,mexico-chiautla,100,mexico,chiautla,mexico-chiautla
15,México,29,Chicoloapan,15-029,mexico,chicoloapan,mexico-chicoloapan,mexico-chicoloapan,100,mexico,chicoloapan,mexico-chicoloapan
15,México,30,Chiconcuac,15-030,mexico,chiconcuac,mexico-chiconcuac,mexico-chiconcuac,100,mexico,chiconcuac,mexico-chiconcuac
15,México,31,Chimalhuacán,15-031,mexico,chimalhuacan,mexico-chimalhuacan,mexico-chimalhuacan,100,mexico,chimalhuacan,mexico-chimalhuacan
15,México,32,Donato Guerra,15-032,mexico,donato guerra,mexico-donato guerra,mexico-donato guerra,100,mexico,donato guerra,mexico-donato guerra
15,México,33,Ecatepec de Morelos,15-033,mexico,ecatepec de morelos,mexico-ecatepec de morelos,mexico-ecatepec de morelos,100,mexico,ecatepec de morelos,mexico-ecatepec de morelos
15,México,34,Ecatzingo,15-034,mexico,ecatzingo,mexico-ecatzingo,mexico-ecatzingo,100,mexico,ecatzingo,mexico-ecatzingo
15,México,35,Huehuetoca,15-035,mexico,huehuetoca,mexico-huehuetoca,mexico-huehuetoca,100,mexico,huehuetoca,mexico-huehuetoca
15,México,36,Hueypoxtla,15-036,mexico,hueypoxtla,mexico-hueypoxtla,mexico-hueypoxtla,100,mexico,hueypoxtla,mexico-hueypoxtla
15,México,37,Huixquilucan,15-037,mexico,huixquilucan,mexico-huixquilucan,mexico-huixquilucan,100,mexico,huixquilucan,mexico-huixquilucan
15,México,38,Isidro Fabela,15-038,mexico,isidro fabela,mexico-isidro fabela,mexico-isidro fabela,100,mexico,isidro fabela,mexico-isidro fabela
15,México,39,Ixtapaluca,15-039,mexico,ixtapaluca,mexico-ixtapaluca,mexico-ixtapaluca,100,mexico,ixtapaluca,mexico-ixtapaluca
15,México,40,Ixtapan de la Sal,15-040,mexico,ixtapan de la sal,mexico-ixtapan de la sal,mexico-ixtapan de la sal,100,mexico,ixtapan de la sal,mexico-ixtapan de la sal
15,México,41,Ixtapan del Oro,15-041,mexico,ixtapan del oro,mexico-ixtapan del oro,mexico-ixtapan del oro,100,mexico,ixtapan del oro,mexico-ixtapan del oro
15,México,42,Ixtlahuaca,15-042,mexico,ixtlahuaca,mexico-ixtlahuaca,mexico-ixtlahuaca,100,mexico,ixtlahuaca,mexico-ixtlahuaca
15,México,43,Xalatlaco,15-043,mexico,xalatlaco,mexico-xalatlaco,mexico-xalatlaco,100,mexico,xalatlaco,mexico-xalatlaco
15,México,44,Jaltenco,15-044,mexico,jaltenco,mexico-jaltenco,mexico-jaltenco,100,mexico,jaltenco,mexico-jaltenco
15,México,45,Jilotepec,15-045,mexico,jilotepec,mexico-jilotepec,mexico-jilotepec,100,mexico,jilotepec,mexico-jilotepec
15,México,46,Jilotzingo,15-046,mexico,jilotzingo,mexico-jilotzingo,mexico-jilotzingo,100,mexico,jilotzingo,mexico-jilotzingo
15,México,47,Jiquipilco,15-047,mexico,jiquipilco,mexico-jiquipilco,mexico-jiquipilco,100,mexico,jiquipilco,mexico-jiquipilco
15,México,48,Jocotitlán,15-048,mexico,jocotitlan,mexico-jocotitlan,mexico-jocotitlan,100,mexico,jocotitlan,mexico-jocotitlan
15,México,49,Joquicingo,15-049,mexico,joquicingo,mexico-joquicingo,mexico-joquicingo,100,mexico,joquicingo,mexico-joquicingo
15,México,50,Juchitepec,15-050,mexico,juchitepec,mexico-juchitepec,mexico-juchitepec,100,mexico,juchitepec,mexico-juchitepec
15,México,51,Lerma,15-051,mexico,lerma,mexico-lerma,mexico-lerma,100,mexico,lerma,mexico-lerma
15,México,52,Malinalco,15-052,mexico,malinalco,mexico-malinalco,mexico-malinalco,100,mexico,malinalco,mexico-malinalco
15,México,53,Melchor Ocampo,15-053,mexico,melchor ocampo,mexico-melchor ocampo,mexico-melchor ocampo,100,mexico,melchor ocampo,mexico-melchor ocampo
15,México,54,Metepec,15-054,mexico,metepec,mexico-metepec,mexico-metepec,100,mexico,metepec,mexico-metepec
15,México,55,Mexicaltzingo,15-055,mexico,mexicaltzingo,mexico-mexicaltzingo,mexico-mexicaltzingo,100,mexico,mexicaltzingo,mexico-mexicaltzingo
15,México,56,Morelos,15-056,mexico,morelos,mexico-morelos,mexico-morelos,100,mexico,morelos,mexico-morelos
15,México,57,Naucalpan de Juárez,15-057,mexico,naucalpan de juarez,mexico-naucalpan de juarez,mexico-naucalpan de juarez,100,mexico,naucalpan de juarez,mexico-naucalpan de juarez
15,México,58,Nezahualcóyotl,15-058,mexico,nezahualcoyotl,mexico-nezahualcoyotl,mexico-nezahualcoyotl,100,mexico,nezahualcoyotl,mexico-nezahualcoyotl
15,México,59,Nextlalpan,15-059,mexico,nextlalpan,mexico-nextlalpan,mexico-nextlalpan,100,mexico,nextlalpan,mexico-nextlalpan
15,México,60,Nicolás Romero,15-060,mexico,nicolas romero,mexico-nicolas romero,mexico-nicolas romero,100,mexico,nicolas romero,mexico-nicolas romero
15,México,61,Nopaltepec,15-061,mexico,nopaltepec,mexico-nopaltepec,mexico-nopaltepec,100,mexico,nopaltepec,mexico-nopaltepec
15,México,62,Ocoyoacac,15-062,mexico,ocoyoacac,mexico-ocoyoacac,mexico-ocoyoacac,100,mexico,ocoyoacac,mexico-ocoyoacac
15,México,63,Ocuilan,15-063,mexico,ocuilan,mexico-ocuilan,mexico-ocuilan,100,mexico,ocuilan,mexico-ocuilan
15,México,64,El Oro,15-064,mexico,el oro,mexico-el oro,mexico-el oro,100,mexico,el oro,mexico-el oro
15,México,65,Otumba,15-065,mexico,otumba,mexico-otumba,mexico-otumba,100,mexico,otumba,mexico-otumba
15,México,66,Otzoloapan,15-066,mexico,otzoloapan,mexico-otzoloapan,mexico-otzoloapan,100,mexico,otzoloapan,mexico-otzoloapan
15,México,67,Otzolotepec,15-067,mexico,otzolotepec,mexico-otzolotepec,mexico-otzolotepec,100,mexico,otzolotepec,mexico-otzolotepec
15,México,68,Ozumba,15-068,mexico,ozumba,mexico-ozumba,mexico-ozumba,100,mexico,ozumba,mexico-ozumba
15,México,69,Papalotla,15-069,mexico,papalotla,mexico-papalotla,mexico-papalotla,100,mexico,papalotla,mexico-papalotla
15,México,70,La Paz,15-070,mexico,la paz,mexico-la paz,mexico-la paz,100,mexico,la paz,mexico-la paz
15,México,71,Polotitlán,15-071,mexico,polotitlan,mexico-polotitlan,mexico-polotitlan,100,mexico,polotitlan,mexico-polotitlan
15,México,72,Rayón,15-072,mexico,rayon,mexico-rayon,mexico-rayon,100,mexico,rayon,mexico-rayon
15,México,73,San Antonio la Isla,15-073,mexico,san antonio la isla,mexico-san antonio la isla,mexico-san antonio la isla,100,mexico,san antonio la isla,mexico-san antonio la isla
15,México,74,San Felipe del Progreso,15-074,mexico,san felipe del progreso,mexico-san felipe del progreso,mexico-san felipe del progreso,100,mexico,san felipe del progreso,mexico-san felipe del progreso
15,México,75,San Martín de las Pirámides,15-075,mexico,san martin de las piramides,mexico-san martin de las piramides,mexico-san martin de las piramides,100,mexico,san martin de las piramides,mexico-san martin de las piramides
15,México,76,San Mateo Atenco,15-076,mexico,san mateo atenco,mexico-san mateo atenco,mexico-san mateo atenco,100,mexico,san mateo atenco,mexico-san mateo atenco
15,México,77,San Simón de Guerrero,15-077,mexico,san simon de guerrero,mexico-san simon de guerrero,mexico-san simon de guerrero,100,mexico,san simon de guerrero,mexico-san simon de guerrero
15,México,78,Santo Tomás,15-078,mexico,santo tomas,mexico-santo tomas,mexico-santo tomas,100,mexico,santo tomas,mexico-santo tomas
15,México,79,Soyaniquilpan de Juárez,15-079,mexico,soyaniquilpan de juarez,mexico-soyaniquilpan de juarez,mexico-soyaniquilpan de juarez,100,mexico,soyaniquilpan de juarez,mexico-soyaniquilpan de juarez
15,México,80,Sultepec,15-080,mexico,sultepec,mexico-sultepec,mexico-sultepec,100,mexico,sultepec,mexico-sultepec
15,México,81,Tecámac,15-081,mexico,tecamac,mexico-tecamac,mexico-tecamac,100,mexico,tecamac,mexico-tecamac
15,México,82,Tejupilco,15-082,mexico,tejupilco,mexico-tejupilco,mexico-tejupilco,100,mexico,tejupilco,mexico-tejupilco
15,México,83,Temamatla,15-083,mexico,temamatla,mexico-temamatla,mexico-temamatla,100,mexico,temamatla,mexico-temamatla
15,México,84,Temascalapa,15-084,mexico,temascalapa,mexico-temascalapa,mexico-temascalapa,100,mexico,temascalapa,mexico-temascalapa
15,México,85,Temascalcingo,15-085,mexico,temascalcingo,mexico-temascalcingo,mexico-temascalcingo,100,mexico,temascalcingo,mexico-temascalcingo
15,México,86,Temascaltepec,15-086,mexico,temascaltepec,mexico-temascaltepec,mexico-temascaltepec,100,mexico,temascaltepec,mexico-temascaltepec
15,México,87,Temoaya,15-087,mexico,temoaya,mexico-temoaya,mexico-temoaya,100,mexico,temoaya,mexico-temoaya
15,México,88,Tenancingo,15-088,mexico,tenancingo,mexico-tenancingo,mexico-tenancingo,100,mexico,tenancingo,mexico-tenancingo
15,México,89,Tenango del Aire,15-089,mexico,tenango del aire,mexico-tenango del aire,mexico-tenango del aire,100,mexico,tenango del aire,mexico-tenango del aire
15,México,90,Tenango del Valle,15-090,mexico,tenango del valle,mexico-tenango del valle,mexico-tenango del valle,100,mexico,tenango del valle,mexico-tenango del valle
15,México,91,Teoloyucan,15-091,mexico,teoloyucan,mexico-teoloyucan,mexico-teoloyucan,100,mexico,teoloyucan,mexico-teoloyucan
15,México,92,Teotihuacán,15-092,mexico,teotihuacan,mexico-teotihuacan,mexico-teotihuacan,100,mexico,teotihuacan,mexico-teotihuacan
15,México,93,Tepetlaoxtoc,15-093,mexico,tepetlaoxtoc,mexico-tepetlaoxtoc,mexico-tepetlaoxtoc,100,mexico,tepetlaoxtoc,mexico-tepetlaoxtoc
15,México,94,Tepetlixpa,15-094,mexico,tepetlixpa,mexico-tepetlixpa,mexico-tepetlixpa,100,mexico,tepetlixpa,mexico-tepetlixpa
15,México,95,Tepotzotlán,15-095,mexico,tepotzotlan,mexico-tepotzotlan,mexico-tepotzotlan,100,mexico,tepotzotlan,mexico-tepotzotlan
15,México,96,Tequixquiac,15-096,mexico,tequixquiac,mexico-tequixquiac,mexico-tequixquiac,100,mexico,tequixquiac,mexico-tequixquiac
15,México,97,Texcaltitlán,15-097,mexico,texcaltitlan,mexico-texcaltitlan,mexico-texcaltitlan,100,mexico,texcaltitlan,mexico-texcaltitlan
15,México,98,Texcalyacac,15-098,mexico,texcalyacac,mexico-texcalyacac,mexico-texcalyacac,100,mexico,texcalyacac,mexico-texcalyacac
15,México,99,Texcoco,15-099,mexico,texcoco,mexico-texcoco,mexico-texcoco,100,mexico,texcoco,mexico-texcoco
15,México,100,Tezoyuca,15-100,mexico,tezoyuca,mexico-tezoyuca,mexico-tezoyuca,100,mexico,tezoyuca,mexico-tezoyuca
15,México,101,Tianguistenco,15-101,mexico,tianguistenco,mexico-tianguistenco,mexico-tianguistenco,100,mexico,tianguistenco,mexico-tianguistenco
15,México,102,Timilpan,15-102,mexico,timilpan,mexico-timilpan,mexico-timilpan,100,mexico,timilpan,mexico-timilpan
15,México,103,Tlalmanalco,15-103,mexico,tlalmanalco,mexico-tlalmanalco,mexico-tlalmanalco,100,mexico,tlalmanalco,mexico-tlalmanalco
15,México,104,Tlalnepantla de Baz,15-104,mexico,tlalnepantla de baz,mexico-tlalnepantla de baz,mexico-tlalnepantla de baz,100,mexico,tlalnepantla de baz,mexico-tlalnepantla de baz
15,México,105,Tlatlaya,15-105,mexico,tlatlaya,mexico-tlatlaya,mexico-tlatlaya,100,mexico,tlatlaya,mexico-tlatlaya
15,México,106,Toluca,15-106,mexico,toluca,mexico-toluca,mexico-toluca,100,mexico,toluca,mexico-toluca
15,México,107,Tonatico,15-107,mexico,tonatico,mexico-tonatico,mexico-tonatico,100,mexico,tonatico,mexico-tonatico
15,México,108,Tultepec,15-108,mexico,tultepec,mexico-tultepec,mexico-tultepec,100,mexico,tultepec,mexico-tultepec
15,México,109,Tultitlán,15-109,mexico,tultitlan,mexico-tultitlan,mexico-tultitlan,100,mexico,tultitlan,mexico-tultitlan
15,México,110,Valle de Bravo,15-110,mexico,valle de bravo,mexico-valle de bravo,mexico-valle de bravo,100,mexico,valle de bravo,mexico-valle de bravo
15,México,111,Villa de Allende,15-111,mexico,villa de allende,mexico-villa de allende,mexico-villa de allende,100,mexico,villa de allende,mexico-villa de allende
15,México,112,Villa del Carbón,15-112,mexico,villa del carbon,mexico-villa del carbon,mexico-villa del carbon,100,mexico,villa del carbon,mexico-villa del carbon
15,México,113,Villa Guerrero,15-113,mexico,villa guerrero,mexico-villa guerrero,mexico-villa guerrero,100,mexico,villa guerrero,mexico-villa guerrero
15,México,114,Villa Victoria,15-114,mexico,villa victoria,mexico-villa victoria,mexico-villa victoria,100,mexico,villa victoria,mexico-villa victoria
15,México,115,Xonacatlán,15-115,mexico,xonacatlan,mexico-xonacatlan,mexico-xonacatlan,100,mexico,xonacatlan,mexico-xonacatlan
15,México,116,Zacazonapan,15-116,mexico,zacazonapan,mexico-zacazonapan,mexico-zacazonapan,100,mexico,zacazonapan,mexico-zacazonapan
15,México,117,Zacualpan,15-117,mexico,zacualpan,mexico-zacualpan,mexico-zacualpan,100,mexico,zacualpan,mexico-zacualpan
15,México,118,Zinacantepec,15-118,mexico,zinacantepec,mexico-zinacantepec,mexico-zinacantepec,100,mexico,zinacantepec,mexico-zinacantepec
15,México,119,Zumpahuacán,15-119,mexico,zumpahuacan,mexico-zumpahuacan,mexico-zumpahuacan,100,mexico,zumpahuacan,mexico-zumpahuacan
15,México,120,Zumpango,15-120,mexico,zumpango,mexico-zumpango,mexico-zumpango,100,mexico,zumpango,mexico-zumpango
15,México,121,Cuautitlán Izcalli,15-121,mexico,cuautitlan izcalli,mexico-cuautitlan izcalli,mexico-cuautitlan izcalli,100,mexico,cuautitlan izcalli,mexico-cuautitlan izcalli
15,México,122,Valle de Chalco Solidaridad,15-122,mexico,valle de chalco solidaridad,mexico-valle de chalco solidaridad,mexico-valle de chalco solidaridad,100,mexico,valle de chalco solidaridad,mexico-valle de chalco solidaridad
15,México,123,Luvianos,15-123,mexico,luvianos,mexico-luvianos,mexico-luvianos,100,mexico,luvianos,mexico-luvianos
15,México,124,San José del Rincón,15-124,mexico,san jose del rincon,mexico-san jose del rincon,mexico-san jose del rincon,100,mexico,san jose del rincon,mexico-san jose del rincon
15,México,125,Tonanitla,15-125,mexico,tonanitla,mexico-tonanitla,mexico-tonanitla,100,mexico,tonanitla,mexico-tonanitla
16,Michoacán de Ocampo,1,Acuitzio,16-001,michoacan de ocampo,acuitzio,michoacan de ocampo-acuitzio,michoacan de ocampo-acuitzio,100,michoacan de ocampo,acuitzio,michoacan de ocampo-acuitzio
16,Michoacán de Ocampo,2,Aguililla,16-002,michoacan de ocampo,aguililla,michoacan de ocampo-aguililla,michoacan de ocampo-aguililla,100,michoacan de ocampo,aguililla,michoacan de ocampo-aguililla
16,Michoacán de Ocampo,3,Álvaro Obregón,16-003,michoacan de ocampo,alvaro obregon,michoacan de ocampo-alvaro obregon,michoacan de ocampo-alvaro obregon,100,michoacan de ocampo,alvaro obregon,michoacan de ocampo-alvaro obregon
16,Michoacán de Ocampo,4,Angamacutiro,16-004,michoacan de ocampo,angamacutiro,michoacan de ocampo-angamacutiro,michoacan de ocampo-angamacutiro,100,michoacan de ocampo,angamacutiro,michoacan de ocampo-angamacutiro
16,Michoacán de Ocampo,5,Angangueo,16-005,michoacan de ocampo,angangueo,michoacan de ocampo-angangueo,michoacan de ocampo-angangueo,100,michoacan de ocampo,angangueo,michoacan de ocampo-angangueo
16,Michoacán de Ocampo,6,Apatzingán,16-006,michoacan de ocampo,apatzingan,michoacan de ocampo-apatzingan,michoacan de ocampo-apatzingan,100,michoacan de ocampo,apatzingan,michoacan de ocampo-apatzingan
16,Michoacán de Ocampo,7,Aporo,16-007,michoacan de ocampo,aporo,michoacan de ocampo-aporo,michoacan de ocampo-aporo,100,michoacan de ocampo,aporo,michoacan de ocampo-aporo
16,Michoacán de Ocampo,8,Aquila,16-008,michoacan de ocampo,aquila,michoacan de ocampo-aquila,michoacan de ocampo-aquila,100,michoacan de ocampo,aquila,michoacan de ocampo-aquila
16,Michoacán de Ocampo,9,Ario,16-009,michoacan de ocampo,ario,michoacan de ocampo-ario,michoacan de ocampo-ario,100,michoacan de ocampo,ario,michoacan de ocampo-ario
16,Michoacán de Ocampo,10,Arteaga,16-010,michoacan de ocampo,arteaga,michoacan de ocampo-arteaga,michoacan de ocampo-arteaga,100,michoacan de ocampo,arteaga,michoacan de ocampo-arteaga
16,Michoacán de Ocampo,11,Briseñas,16-011,michoacan de ocampo,brisenas,michoacan de ocampo-brisenas,michoacan de ocampo-brisenas,100,michoacan de ocampo,brisenas,michoacan de ocampo-brisenas
16,Michoacán de Ocampo,12,Buenavista,16-012,michoacan de ocampo,buenavista,michoacan de ocampo-buenavista,michoacan de ocampo-buenavista,100,michoacan de ocampo,buenavista,michoacan de ocampo-buenavista
16,Michoacán de Ocampo,13,Carácuaro,16-013,michoacan de ocampo,caracuaro,michoacan de ocampo-caracuaro,michoacan de ocampo-caracuaro,100,michoacan de ocampo,caracuaro,michoacan de ocampo-caracuaro
16,Michoacán de Ocampo,14,Coahuayana,16-014,michoacan de ocampo,coahuayana,michoacan de ocampo-coahuayana,michoacan de ocampo-coahuayana,100,michoacan de ocampo,coahuayana,michoacan de ocampo-coahuayana
16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,16-015,michoacan de ocampo,coalcoman de vazquez pallares,michoacan de ocampo-coalcoman de vazquez pallares,michoacan de ocampo-coalcoman de vazquez pallares,100,michoacan de ocampo,coalcoman de vazquez pallares,michoacan de ocampo-coalcoman de vazquez pallares
16,Michoacán de Ocampo,16,Coeneo,16-016,michoacan de ocampo,coeneo,michoacan de ocampo-coeneo,michoacan de ocampo-coeneo,100,michoacan de ocampo,coeneo,michoacan de ocampo-coeneo
16,Michoacán de Ocampo,17,Contepec,16-017,michoacan de ocampo,contepec,michoacan de ocampo-contepec,michoacan de ocampo-contepec,100,michoacan de ocampo,contepec,michoacan de ocampo-contepec
16,Michoacán de Ocampo,18,Copándaro,16-018,michoacan de ocampo,copandaro,michoacan de ocampo-copandaro,michoacan de ocampo-copandaro,100,michoacan de ocampo,copandaro,michoacan de ocampo-copandaro
16,Michoacán de Ocampo,19,Cotija,16-019,michoacan de ocampo,cotija,michoacan de ocampo-cotija,michoacan de ocampo-cotija,100,michoacan de ocampo,cotija,michoacan de ocampo-cotija
16,Michoacán de Ocampo,20,Cuitzeo,16-020,michoacan de ocampo,cuitzeo,michoacan de ocampo-cuitzeo,michoacan de ocampo-cuitzeo,100,michoacan de ocampo,cuitzeo,michoacan de ocampo-cuitzeo
16,Michoacán de Ocampo,21,Charapan,16-021,michoacan de ocampo,charapan,michoacan de ocampo-charapan,michoacan de ocampo-charapan,100,michoacan de ocampo,charapan,michoacan de ocampo-charapan
16,Michoacán de Ocampo,22,Charo,16-022,michoacan de ocampo,charo,michoacan de ocampo-charo,michoacan de ocampo-charo,100,michoacan de ocampo,charo,michoacan de ocampo-charo
16,Michoacán de Ocampo,23,Chavinda,16-023,michoacan de ocampo,chavinda,michoacan de ocampo-chavinda,michoacan de ocampo-chavinda,100,michoacan de ocampo,chavinda,michoacan de ocampo-chavinda
16,Michoacán de Ocampo,24,Cherán,16-024,michoacan de ocampo,cheran,michoacan de ocampo-cheran,michoacan de ocampo-cheran,100,michoacan de ocampo,cheran,michoacan de ocampo-cheran
16,Michoacán de Ocampo,25,Chilchota,16-025,michoacan de ocampo,chilchota,michoacan de ocampo-chilchota,michoacan de ocampo-chilchota,100,michoacan de ocampo,chilchota,michoacan de ocampo-chilchota
16,Michoacán de Ocampo,26,Chinicuila,16-026,michoacan de ocampo,chinicuila,michoacan de ocampo-chinicuila,michoacan de ocampo-chinicuila,100,michoacan de ocampo,chinicuila,michoacan de ocampo-chinicuila
16,Michoacán de Ocampo,27,Chucándiro,16-027,michoacan de ocampo,chucandiro,michoacan de ocampo-chucandiro,michoacan de ocampo-chucandiro,100,michoacan de ocampo,chucandiro,michoacan de ocampo-chucandiro
16,Michoacán de Ocampo,28,Churintzio,16-028,michoacan de ocampo,churintzio,michoacan de ocampo-churintzio,michoacan de ocampo-churintzio,100,michoacan de ocampo,churintzio,michoacan de ocampo-churintzio
